host_time_utc,host_monotonic_s,gst_pts_s,frame_index,image_width_px,image_height_px,left_stem_x_px,left_stem_y_px,left_stem_width_px,left_stem_height_px,left_stem_area_px,right_stem_x_px,right_stem_y_px,right_stem_width_px,right_stem_height_px,right_stem_area_px
2026-08-12T13:37:29.176284+00:00,14624.452257734,7.164069998,112,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.209190+00:00,14624.485613821,7.200059647,113,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.246930+00:00,14624.521388066,7.232071512,114,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.276829+00:00,14624.552948238,7.264083371,115,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.307740+00:00,14624.583929853,7.300084113,116,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.342791+00:00,14624.619888044,7.332073738,117,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.379305+00:00,14624.656299437,7.368074468,118,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.409139+00:00,14624.685791450,7.400075193,119,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.447737+00:00,14624.723041456,7.436064801,120,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.478257+00:00,14624.754404315,7.468065514,121,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.512565+00:00,14624.788965578,7.500088443,122,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.547780+00:00,14624.824215372,7.536078034,123,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.582952+00:00,14624.859252267,7.568089841,124,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.614088+00:00,14624.889827344,7.604079420,125,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.645253+00:00,14624.921607615,7.636080105,126,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.686369+00:00,14624.961774001,7.672080784,127,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.712886+00:00,14624.989992597,7.704081458,128,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.756912+00:00,14625.032258938,7.740082127,129,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.781001+00:00,14625.058218177,7.772082790,130,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.814618+00:00,14625.090397943,7.804083448,131,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.849944+00:00,14625.126049064,7.840084101,132,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.890309+00:00,14625.163643988,7.872084749,133,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.917745+00:00,14625.194371635,7.908074280,134,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.950681+00:00,14625.227214403,7.940086028,135,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:29.993467+00:00,14625.267383366,7.976075549,136,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
2026-08-12T13:37:30.015810+00:00,14625.293141418,8.008076176,137,1280,480,nan,nan,0,0,0,nan,nan,0,0,0
